Acipenser_transmontanus_KC250344.1_540.00000,540.00000
Amia_calva_AF137208.1_527.00000,527.00000
Gymnothorax_favagineus_HQ444181.1_488.00000,488.00000
Gymnothorax_reticularis_HQ444182.1_486.00000,486.00000
Rhinomuraena_quaesita_HQ444180.1_498.00000,498.00000
Strophidon_sathete_HQ444183.1_487.00000,487.00000
Atherina_boyeri_JF309697.1_511.00000,511.00000
Belone_belone_AY141268.1_509.00000,509.00000
Myripristis_berndti_U57538.1_495.00000,495.00000
Neoniphon_sammara_U57536.1_502.00000,502.00000
Sargocentron_xantherythrum_U57546.1_490.00000,490.00000
Neoceratodus_forsteri_EF526295.1_540.00000,540.00000
Sardinops_melanostictus_LC007931.1_502.00000,502.00000
Engraulis_mordax_KT201125.1_498.00000,498.00000
Engraulis_encrasicolus_KT201123.1_500.00000,500.00000
Engraulis_japonicus_AB731902.1_502.00000,502.00000
Carassius_auratus_L11863.1_521.00000,521.00000
Dimidiochromis_compressiceps_AB084931.1_498.00000,498.00000
Melanochromis_vermivorus_GQ422472.1_505.00000,505.00000
Pseudotropheus_acei_GQ422475.1_505.00000,505.00000
Pundamilia_pundamilia_AY673739.1_506.00000,506.00000
Tramitichromis_intermedius_GQ422473.1_505.00000,505.00000
Pomatoschistus_minutus_FN430594.1_508.00000,508.00000
Dissostichus_mawsoni_DQ498794.1_504.00000,504.00000
Pagothenia_borchgrevinki_DQ498791.1_499.00000,499.00000
Acanthopagrus_butcheri_DQ354577.1_509.00000,509.00000
Geotria_australis_AY366493.1_499.00000,499.00000
Pseudopleuronectes_americanus_AY631036.1_506.00000,506.00000
Oncorhynchus_keta_AY214141.1_524.00000,524.00000
Oncorhynchus_kisutch_AY214146.1_531.00000,531.00000
Oncorhynchus_tshawytscha_AY214136.1_524.00000,524.00000
Batrachocottus_nikolskii_U97268.1_488.00000,488.00000
Cottocomephorus_inermis_U97266.1_494.00000,494.00000
Leocottus_kesslerii_L42953.1_516.00000,516.00000
Ictalurus_punctatus_AF028016.1_542.00000,542.00000
Neoniphon_argenteus_U57540.1_502.00000,502.00000
Neoniphon_aurolineatus_U57541.1_481.00000,481.00000
Sargocentron_punctatissimum_U57543.1_494.00000,494.00000
Sargocentron_microstoma_U57542.1_494.00000,494.00000
Sargocentron_diadema_U57537.1_491.00000,491.00000
Sargocentron_spiniferum_U57544.1_490.00000,490.00000
Sargocentron_tiere_U57545.1_490.00000,490.00000
Myripristis_violacea_U57539.1_499.00000,499.00000
Tachyglossus_aculeatus_JX103830_497.90000, 497.90000
Bos_taurus_NM_001014890.2_500.00000, 500.00000
Conger_myriaster_AB043817.1_486.00000, 486.00000
Tursiops_truncatus_AF055456_488.00000, 488.00000
Latimeria_chalumnae_AH007712.2_482.00000, 482.00000
Loxodonta_africana_AY686752.1_496.00000, 496.00000
Sebastolobus_altivelis_DQ490124_483.00000, 483.00000
Aristostomias_scintillans_EU407248.1_526.00000, 526.00000
Chauliodus_macouni_EU407250.1_489.00000, 489.00000
Stenobrachius_leucopsarus_EU407251.1_492.00000, 492.00000
Lepidopus_fitchi_EU407252.1_507.00000, 507.00000
Lepidopus_fitchi_EU407253.1_486.00000, 486.00000
Anolis_carolinensis_L31503_491.00000, 491.00000
Anguilla_japonica_LC464070.1_479.00000, 479.00000
Astyanax_mexicanus_U12328.1_504.00000, 504.00000
Altolamprologus_calvus_AB458132.1_498.00000, 498.00000
Aulonocara_sp._AB185214.1_495.00000, 495.00000
Altolamprologus_calvus_AB084924.1_499.00000, 499.00000
Baileychromis_centropomoides_AB185217.1_492.00000, 492.00000
Bathybates_fasciatus_AB185218.1_501.00000, 501.00000
Benthochromis_tricoti_AB084927.1_488.00000, 488.00000
Cyphotilapia_frontosa_AB084929.1_487.00000, 487.00000
Cyprichromis_leptosoma_AB084930.1_498.00000, 498.00000
Diplotaxodon_macrops_AB185220.1_500.00000, 500.00000
Gnathochromis_permaxillaris_AB084932.1_497.00000, 497.00000
Greenwoodochromis_bellcrossi_AB185221.1_488.00000, 488.00000
Haplochromis_sp._AB084933.1_501.00000, 501.00000
Haplotaxodon_microlepis_AB458142.1_504.00000, 504.00000
Hemibates_stenosoma_AB185222.1_496.00000, 496.00000
Labidochromis_caeruleus_AB084934.1_500.00000, 500.00000
Limnochromis_staneri_AB185225.1_498.00000, 498.00000
Oreochromis_niloticus_AB084938.1_505.00000, 505.00000
Pallidochromis_tokolosh_AB185229.1_500.00000, 500.00000
Perissodus_elaviae_AB185230.1_490.00000, 490.00000
Spathodus_erythrodon_AB084941.1_502.00000, 502.00000
Trematocara_unimaculatum_AB185238.1_484.00000, 484.00000
Trematocara_macrostoma_AB084945.1_488.00000, 488.00000
Tropheus_duboisi_AB084946.1_501.00000, 501.00000
Xenotilapia_nigrolabiata_AB458130.1_488.00000, 488.00000
Xenotilapia_caudafasciata_AB458131.1_491.00000, 491.00000
Xenotilapia_ochrogenys_AB084947.1_503.00000, 503.00000
Cyprichromis_leptosoma_AB458118.1_500.00000, 500.00000
Paracyprichromis_brieni_AB458120.1_491.00000, 491.00000
Xenotilapia_papilio_AB457996.1_497.00000, 497.00000
Paracyprichromis_brieni_AB458121.1_494.00000, 494.00000
Neolamprologus_ventralis_AB458138.1_493.00000, 493.00000
Paracyprichromis_nigripinnis_AB458122.1_492.00000, 492.00000
Cyprichromis_pavo_AB458119.1_489.00000, 489.00000
