feature,p_value,score,lgbm,BayesianRidge,rf,mean
p1_GAP,1.0146048657583878e-05,19.719334008744465,0.029850746268656716,0.014608864765947832,0.007186177066236869,0.01721526270028047
p1_L,3.51032363270171e-20,89.07332144136812,0.0,0.026171363687558652,0.000754738472742595,0.008975367386767083
p1_M,3.3514253743995066e-35,167.98554440692465,0.04477611940298507,0.0002760480553952671,0.000611263645843735,0.015221143701408023
p1_Q,0.0005237283184073566,12.121481554313048,0.014925373134328358,0.03686024140424978,0.0001941583342074366,0.017326590957595193
p2_DQLMTGPHWY,3.9481431212670405e-12,49.563036345269985,0.08955223880597014,0.23423567072891646,0.006246436562204497,0.11001144869903036
p2_GAP,5.970562047187479e-09,34.544369022809654,0.0,0.0861739808741096,0.0009687618065405907,0.029047580893550067
p2_N,1.3507082786993358e-28,132.45409127311737,0.0,0.05015276972622636,0.0034666372328828045,0.017873135653036387
p2_S,3.442242362841421e-143,973.0567132225477,0.029850746268656716,0.03509727854932423,0.3747851403167616,0.14657772171158084
p3_G,2.360175982285996e-53,272.57890628182605,0.014925373134328358,0.005012615864335887,0.0011658737858992831,0.0070346209281878435
p3_GAP,2.994747588316413e-64,340.5322287613776,0.0,0.0022593280893367334,0.0002646540576716914,0.0008413273823361416
p4_G,1.139921615300428e-16,71.59434643912431,0.1044776119402985,0.10073456055623936,0.0019900961984634694,0.06906742289833377
p4_GAP,1.5560072102512216e-06,23.405994623516914,0.014925373134328358,0.008789824645892529,0.00541019751078383,0.009708465097001573
p4_M,0.0017088435097027586,9.901349168115566,0.0,0.012371362265243182,0.0013033602643190943,0.004558240843187425
p4_R,3.753922590371949e-20,88.92675910949373,0.05970149253731343,0.07678876354249382,0.008468701557561893,0.04831965254578971
p4_SDAQPV,4.425865671481524e-05,16.85330754753558,0.0,0.07606642045621646,0.007415894412070909,0.027827438289429126
p4_T,7.327397174826984e-30,139.16069574200588,0.0,0.05015276972622636,0.0034666372328828045,0.017873135653036387
p5_E,2.647049847617065e-14,60.03036815510348,0.014925373134328358,0.02216497657942503,0.002780346825713892,0.013290232179822427
p5_GAP,5.489801098976568e-09,34.71442384485283,0.014925373134328358,0.008789824645892529,0.00541019751078383,0.009708465097001573
p5_H,2.8845155953896633e-10,40.71525259882819,0.05970149253731343,0.02292586964202693,0.0004427469768576255,0.027690036385399328
p5_K,0.021474384587022024,5.307396232349971,0.0,0.011288433635721776,0.0016531912980975324,0.00431387497793977
p5_Q,2.0639271803922877e-07,27.419014261855317,0.14925373134328357,0.06841721145751181,0.00537420890387201,0.07434838390155579
p5_R,0.010162621799072553,6.6356799509360815,0.0,0.11197753269586701,0.0012651165184431599,0.03774754973810339
p6_GAP,8.230577197206477e-61,318.64894266352366,0.014925373134328358,0.009279969859437362,0.01017953650828493,0.011461626500683551
p6_P,0.013363338350958338,6.14595455875896,0.0,0.03201964423133601,0.006157392794697268,0.012725679008677762
p6_Q,9.51363271465567e-21,91.93032621369434,0.0,0.026171363687558652,0.000754738472742595,0.008975367386767083
p6_RHFMYK,0.041285401007079704,4.17688086822046,0.05970149253731343,0.04222049725483276,0.002756279877447354,0.034892756556531186
p7_D,2.164294288865648e-23,105.37417635386021,0.014925373134328358,0.019615297941940082,0.002262951241632187,0.012267874105966874
p7_E,1.9178989557791322e-73,401.07813616052965,0.07462686567164178,0.01503893474830744,0.011272787824709671,0.03364619608155297
p7_GAP,2.841706049794189e-16,69.64322766843823,0.0,0.1057397951206753,0.021278993443437807,0.042339596188037704
p7_GLNMV,0.00017448207816950806,14.21290274487489,0.0,0.021786013808610404,0.0005855390066892967,0.007457184271766567
p7_I,0.0030080193387858494,8.853324619217974,0.029850746268656716,0.013190935181282249,0.0003813320285204487,0.014474337826153138
p7_K,0.010670046234871158,6.548252145350514,0.0,0.08060232795840731,0.0009071107924838993,0.02716981291696374
p7_P,5.0490056426598115e-14,58.67126072458327,0.029850746268656716,0.036459617805089974,0.00014814473424333983,0.02215283626933001
p7_Q,0.0022802777588550056,9.36545313342681,0.0,0.052658025419788076,9.348527428695235e-05,0.01758383689802501
