feature,p_value,score,lgbm,gbc,rf,mean
p1_IGVAKT,0.12890514990304536,2.310289066262348,0.04020100502512563,0.01983516853757003,0.014902228767664746,0.02497946744345347
p1_L,3.889936437412374e-25,114.663891884235,0.32160804020100503,1.0,1.0,0.7738693467336684
p1_M,0.4917053303805392,0.47321673886794335,0.0,0.0,0.0,0.0
p1_N,0.07194598450868468,3.2464290868120935,0.03015075376884422,0.0006410292766516152,0.008003022766483774,0.012931601937326537
p2_F,0.01851027603079564,5.569382718994898,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p2_GAP,5.159728749189922e-09,34.86909930854814,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p2_M,0.0010597191644447174,10.797109787477789,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p2_P,5.5861883358805405e-62,328.28871813452236,0.32160804020100503,1.0,1.0,0.7738693467336684
p2_S,0.47815647643842785,0.5035257921235565,0.0,0.0,0.0,0.0
p2_TICQEGN,0.04151802520841308,4.1678183119295555,0.0,0.00013042239691469365,0.0073500397650125135,0.002493487387309069
p2_V,0.0008454904740250433,11.22138681372098,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p3_GAP,9.613942385155858e-09,33.60741924390308,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p3_I,0.18238207231548437,1.7811182454292624,0.08040201005025126,0.007224715578436841,0.013763566662088177,0.033796764096925426
p3_L,0.016115121580005238,5.814286084899568,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p3_T,1.3309439758025763e-16,71.38125099579867,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p3_VMDFPS,2.9173122467526897e-06,22.177738166214535,0.0,0.03740835984010968,0.0163998916143086,0.017936083818139426
p4_D,0.017485477323357656,5.66990524126137,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p4_E,0.008616903063470906,6.933871800870042,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p4_GAP,1.1247638550091858e-07,28.652133206075003,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p4_P,0.008042020507321645,7.058538846565581,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p4_Q,2.577112924011391e-05,17.910069804487197,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p4_STNI,0.05684754065987848,3.63729094269412,0.0,0.00028839102473400064,0.011080798818168888,0.003789729947634296
p5_D,0.15082562306889605,2.0677373550276164,0.08040201005025126,0.007224715578436841,0.013763566662088177,0.033796764096925426
p5_E,0.0026894650712005618,9.062137483984877,0.32160804020100503,1.0,1.0,0.7738693467336684
p5_GAP,7.182826887856207e-08,29.55183129126927,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p5_MLNRGKF,0.0008849659114360003,11.135557540753181,0.02512562814070352,0.0007670059680608476,0.005840490592818535,0.010577708233860969
p5_Q,0.017042081077416227,5.715301922392116,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p5_S,0.2380589799980646,1.3940815290351847,0.0,0.0,0.0,0.0
p5_T,0.288332096068654,1.128855112267857,0.0,0.0,0.0,0.0
p5_V,1.0679946282638315e-46,234.20028441460136,0.32160804020100503,1.0,1.0,0.7738693467336684
p6_E,2.0551240900036163e-65,350.5770137026085,0.32160804020100503,1.0,1.0,0.7738693467336684
p6_F,0.06610335882980464,3.386243577329104,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p6_GAP,9.976214079162095e-20,86.96844139552304,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p6_L,0.66386770980179,0.18899610439199305,0.0,0.0,0.0,0.0
p6_SPIVTQ,0.5040870804673083,0.44671472897498316,0.0,0.0,0.0,0.0
p7_G,2.1335727304263833e-71,390.4585187574942,0.32160804020100503,1.0,1.0,0.7738693467336684
p7_GAP,4.008073723015917e-22,99.1250423131898,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p7_TSDN,0.0001193333495884929,14.94662185826836,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p7_V,0.00032931067901387294,13.005637962615713,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p8_G,0.22055065127685897,1.5030731331856881,0.0,0.0,0.0,0.0
p8_GAP,3.456652733885813e-08,31.022875418145727,0.32160804020100503,1.0,1.0,0.7738693467336684
p8_L,0.010154676759938393,6.638274992548669,0.32160804020100503,1.0,1.0,0.7738693467336684
p9_GAP,2.3554778735491093e-08,31.796131068361415,0.32160804020100503,1.0,1.0,0.7738693467336684
p10_GAP,2.3554778735491093e-08,31.796131068361415,0.32160804020100503,1.0,1.0,0.7738693467336684
p10_N,0.00041332661542865974,12.573866552411992,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p10_PEAVYDL,8.41694916262284e-06,20.09478157073651,0.0,0.0012502637741577361,0.007741204375587366,0.0029971560499150343
p10_S,0.513792582732906,0.42670602074608244,0.0,0.0,0.0,0.0
p11_EMPITK,0.00080153786011329,11.321862277885854,0.01507537688442211,0.002314684622364343,0.006614626904616661,0.008001562803801038
p11_G,0.0684432048308827,3.3287186978847223,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p11_GAP,0.00030911492324156586,13.126080641009978,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p11_L,0.024531570330852136,5.075355307232857,0.10050251256281408,0.041874817044587016,0.023657690456422666,0.055345006687941255
p11_S,0.9351858985448123,0.006617319033777083,0.0,0.0,0.0,0.0
p11_V,2.6758977911593316e-25,115.5097809211429,0.20603015075376885,0.32227597331407504,0.6049021124648396,0.37773607884422783
p12_GAP,6.910135917684921e-11,43.69303364620325,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p12_L,0.11443316924690215,2.4972124271431295,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p12_N,1.0975925631842801e-07,28.701146039645188,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p12_S,2.4261947985967975e-64,343.5727466250006,0.32160804020100503,1.0,1.0,0.7738693467336684
p12_VYATEFQR,0.32259624858768954,0.9795713685620507,0.0,0.0,0.0,0.0
p13_D,0.01529254651306617,5.907179300816603,0.0,0.0005457464653095747,0.008287222208678039,0.0029443228913292045
p13_F,0.0004413189453099922,12.449554677293452,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p13_GAP,4.503213047259174e-06,21.32273555080803,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p13_GETSYVHRL,0.11416082884637414,2.5009771475498277,0.0,0.0015389946073093685,0.00326063528510021,0.0015998766308031927
p13_I,0.0015842446797827519,10.044993773375284,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p13_N,5.129070594487425e-19,83.39501227207145,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p13_P,0.38929936568556023,0.7419157757218867,0.0,0.0,0.0,0.0
p13_Q,1.4671115561011129e-65,351.5366183367021,0.32160804020100503,1.0,1.0,0.7738693467336684
p14_E,1.0283398858507606e-05,19.702569709323022,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p14_G,5.772889371431472e-18,78.14046620261311,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p14_GAP,1.9562334970529237e-05,18.446704023865067,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p14_S,0.46777974431899705,0.5277065036605996,0.0,0.0,0.0,0.0
p14_VLDQTNP,0.052532449312186584,3.7696472515695154,0.04522613065326633,0.001720939864582291,0.0024863962103798317,0.01647782224274282
p15_E,0.17957687991705268,1.8041988074590454,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p15_GAP,3.51942270588761e-05,17.304667069882964,0.06030150753768844,0.00784806845063662,0.02742545468625513,0.0318583435581934
p15_LGHTCA,0.06861083061126677,3.324678789284903,0.0,0.0005457464653095747,0.008287222208678039,0.0029443228913292045
p15_N,0.0009208948559884626,11.060746172090672,0.32160804020100503,1.0,1.0,0.7738693467336684
p15_Q,1.959867056476759e-65,350.712090193696,0.32160804020100503,1.0,1.0,0.7738693467336684
p15_S,8.497506596953549e-19,82.29635853502396,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p16_G,0.11114275493767414,2.5433737714839273,0.04522613065326633,0.001720939864582291,0.0024863962103798317,0.01647782224274282
p16_GAP,0.7570832258983475,0.09573857456263855,0.0,0.0,0.0,0.0
p16_I,1.0240114938039391e-57,301.21590375120996,0.32160804020100503,1.0,1.0,0.7738693467336684
p16_L,0.7177394414234044,0.13075897674307493,0.0,0.0,0.0,0.0
p16_M,2.1333710607667184e-11,46.12039912307989,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p16_V,0.00773363503300608,7.129235278841902,0.05527638190954774,0.0032946537781097327,0.05843427368106615,0.03900176978957454
p16_Y,0.5512639040517564,0.3553509695208204,0.0,0.0,0.0,0.0
p17_GAP,0.8271120797991341,0.047732026713354275,0.0,0.0,0.0,0.0
p17_I,4.442451996735912e-08,30.51771510930277,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p17_L,0.0010875869583578733,10.748427722485088,0.0,0.005048905668144985,0.021388864678904166,0.00881259011568305
p17_S,0.4888571474332303,0.47947250218135373,0.0,0.0,0.0,0.0
p17_T,1.8498305213082315e-33,159.0507940482332,0.32160804020100503,1.0,1.0,0.7738693467336684
p17_V,1.6079947791569617e-09,37.24085083221866,0.1306532663316583,0.16153674314733965,0.06057714180238443,0.11758905042712747
p18_GAP,0.00802928030695051,7.061404070072429,0.07537688442211055,0.020974761721466603,0.05434292539417238,0.05023152384591651
p18_Q,0.00040855996935289327,12.595880481747594,0.010050251256281407,0.010720887466274844,0.009169858792758674,0.009980332505104975
p19_GAP,0.030548723195626484,4.69436324545702,0.05527638190954774,0.0682535051034437,0.02151718629419229,0.048349024435727916
p19_IFGPS,4.742218042548607e-05,16.726647137316352,0.0,0.0012502637741577361,0.007741204375587366,0.0029971560499150343
p19_L,1.2080417151402032e-10,42.54267774197757,0.0,0.02964326605027215,0.03727108839175132,0.022304784814007824
p19_R,3.400852431709738e-58,304.22350012825905,0.32160804020100503,1.0,1.0,0.7738693467336684
p19_V,0.004106969347409144,8.28241638506345,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p20_GAP,3.62260398543302e-08,30.928424313024973,0.32160804020100503,1.0,1.0,0.7738693467336684
p20_P,8.544590752293103e-20,87.30733811744699,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p20_QAVDI,0.006072025923163216,7.568054024818384,0.005025125628140704,0.0006505283990671793,0.00992377645794977,0.005199810161719218
p20_S,0.23664428888804837,1.402523266249104,0.0,0.0,0.0,0.0
p20_T,0.0007330380366757786,11.490152990290625,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p21_E,1.844672322456344e-10,41.67239848481844,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p21_GAP,4.92386485930514e-09,34.96408225904773,0.32160804020100503,1.0,1.0,0.7738693467336684
p21_NSPGKHQ,6.16895275342116e-05,16.217930922415945,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p22_G,0.00041332661542865974,12.573866552411992,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p22_GAP,3.68546685996292e-11,44.9901161797991,0.32160804020100503,1.0,1.0,0.7738693467336684
p22_NTAPEKIV,0.0025627166286532766,9.151431869510148,0.07035175879396985,0.004674789318460244,0.00924407781668412,0.028090208643038073
p22_S,0.7705600612374207,0.08511151005817603,0.0,0.0,0.0,0.0
p23_GAP,0.0009965044892956954,10.912529533857786,0.32160804020100503,1.0,1.0,0.7738693467336684
p23_L,0.7284745726972159,0.12059914863068172,0.0,0.0,0.0,0.0
p24_S,0.0005842561933754205,11.918356865652681,0.35175879396984927,0.40215396443387913,0.17629725550690395,0.31007000463687745
p24_T,4.094780549023535e-06,21.509805028052156,0.08040201005025126,0.05501161437172339,0.043888396862035495,0.05976734042800338
p25_GAP,2.3616330824637252e-14,60.35583415226576,0.32160804020100503,1.0,1.0,0.7738693467336684
p25_N,3.0585979234078018e-21,94.62642184025768,0.04522613065326633,0.17203195592811713,0.10732910252282953,0.10819572970140433
p25_PCDATFSQHL,0.01325489664426844,6.161508251946893,0.01507537688442211,0.003433603486230272,0.010160250154538288,0.009556410175063557
p25_V,0.02401650731269125,5.112392995390974,0.01507537688442211,0.010887831542206131,0.005803565959885039,0.010588924795504426
p25_Y,0.45456929162348003,0.5597647813584752,0.0,0.0,0.0,0.0
p26_G,0.005744298534783925,7.669057599451642,0.08040201005025126,0.05501161437172339,0.043888396862035495,0.05976734042800338
