feature,p_value,score,lgbm,BayesianRidge,gbc,mean
p1_GAP,1.1811368804674265e-05,19.43665664494412,0.0,0.03063127964853314,0.00010373806418074511,0.010245005904237962
p1_L,5.6489306269962594e-18,78.2648509282525,0.0,0.03513533187120694,0.00010805280845848451,0.011747794893221808
p1_M,8.563960512653804e-33,155.71720233310424,0.01818181818181818,0.02153937228964483,0.0006230901481187819,0.013448093539860597
p1_Q,0.00038512579646647925,12.710261560423827,0.01818181818181818,4.491952451786165e-06,0.0,0.006062103378089989
p2_DQLMTGPHWY,1.0997801885210985e-11,47.52214462943821,0.09090909090909091,0.2139697287119643,0.00021175321770014796,0.10169685761291847
p2_GAP,6.3147353861648664e-09,34.47477299598813,0.0,0.08701588123590631,0.00029303725719721026,0.029102972831034506
p2_N,1.468508897126448e-28,132.87567309294374,0.0,0.04612389103133141,0.00249089788011893,0.016204929637150114
p2_S,4.530586953562884e-135,917.5739617922653,0.01818181818181818,0.023960715170108265,0.31749484404463646,0.11987912579885429
p3_G,1.9017616374322935e-50,257.3123653526206,0.01818181818181818,0.016622482636114624,0.0001290323856592735,0.011644444401197359
p3_GAP,1.1362458184603114e-60,321.0919096510251,0.0,0.00846421728514805,0.0001813722128549789,0.00288186316600101
p4_E,2.4996480082866477e-55,287.2936994047292,0.03636363636363636,0.05549923508492624,0.0003903325786530227,0.030751068009071875
p4_G,8.992521006577954e-16,67.35248294467111,0.09090909090909091,0.0958461074331911,0.0009990937266218189,0.06258476402296793
p4_GAP,2.2086305457223875e-06,22.733819590928604,0.01818181818181818,0.002298234332466286,3.495569462952615e-05,0.006838336069637998
p4_M,0.0035259023895277907,8.563722299723432,0.0,0.015494636789888206,1.11211516937366e-05,0.005168585980527315
p4_R,2.1658867415436743e-18,80.34568313673287,0.0,0.08593344765434711,0.0,0.028644482551449038
p4_S,0.001854476754369611,9.752975143766891,0.0,0.028307880272879168,0.00012830788709431625,0.009478729386657827
p4_T,6.338376956626555e-30,140.17596763025745,0.0,0.04612389103133141,0.00249089788011893,0.016204929637150114
p5_E,7.626969115370636e-13,53.08677083479516,0.01818181818181818,0.00646507755745255,3.784005932606177e-05,0.008228245266198931
p5_GAP,1.8538922603747356e-08,32.29316636798074,0.01818181818181818,0.002298234332466286,3.495569462952615e-05,0.006838336069637998
p5_K,0.04068688428808829,4.202558772659292,0.01818181818181818,0.012069952444096818,0.0,0.010083923541971665
p5_Q,6.197533072649723e-07,25.253720003761416,0.10909090909090909,0.057572166196343685,0.0012048678607584525,0.05595598104933708
p5_R,0.013103176472645006,6.182603124017475,0.10909090909090909,0.1066021365541215,0.0002622978285398662,0.07198511449119015
p6_GAP,8.522501211806606e-58,302.77333803753777,0.0,0.0005002369817173542,0.0,0.00016674566057245138
p6_P,0.015911751896641627,5.837302152219161,0.0,0.025386465888582278,0.0,0.008462155296194093
p6_Q,1.23332186841593e-18,81.5705826412382,0.0,0.03513533187120694,0.00010805280845848451,0.011747794893221808
p6_RHFMYK,0.03143138087660687,4.645493312224081,0.05454545454545454,0.01550056503308361,5.081393898862776e-06,0.023350366990812336
p7_D,1.212381067473867e-21,96.78913199846146,0.07272727272727272,0.028702113567977052,0.0003201356128234385,0.03391650730269107
p7_E,6.925664465875135e-68,368.42264771702577,0.05454545454545454,0.015085541216297243,0.0010774065965881824,0.02356946745277999
p7_GAP,1.9687087280588605e-15,65.68007470633256,0.0,0.09414727777628976,2.5975218466702693e-05,0.03139108433158549
p7_GLNMV,0.00011859681447693094,14.961575736032987,0.0,0.010792494204094479,2.2993180017015666e-06,0.0035982645073653935
p7_I,0.002862470652060235,8.948075068267263,0.03636363636363636,0.007012703269094635,0.0053398265344805655,0.016238722055737186
p7_K,0.00854939427255042,6.948771915828096,0.0,0.055040066414535314,0.00020724549352366171,0.01841577063601966
p7_P,1.5800767607632886e-13,56.39133103698254,0.01818181818181818,0.024362254392860733,9.110458276333717e-06,0.014184394344318417
p7_Q,0.002061645006345082,9.556069824401952,0.0,0.04895614284050745,2.7179931825045766e-05,0.016327774257444163
p7_S,9.212803232230282e-11,43.124564911937064,0.01818181818181818,0.01900551569716475,0.00024718313086285966,0.012478172336615264
p8_E,7.260634771395819e-25,113.41435350426498,0.07272727272727272,0.07279830344598728,0.0011661696838147447,0.04889724861902492
p8_FWAGMHQT,0.6508296903258972,0.20500926200312192,0.0,0.0,0.0,0.0
p8_GAP,6.861370617696411e-17,72.87089740109883,0.0,0.09414727777628976,2.5975218466702693e-05,0.03139108433158549
p8_N,3.904245219712955e-18,79.06602336930017,0.0,0.03752787860522485,2.1368399756603946e-06,0.01251000514840017
p8_S,1.4978035283127436e-27,127.51930847368108,0.0,0.05092309461892167,8.244265534243716e-05,0.017001845758088035
p8_Y,0.0024532927200030096,9.233424913547777,0.01818181818181818,0.009517004505170809,7.150639067754345e-06,0.009235324442018916
p9_GAP,5.558629847816341e-17,73.32426583082275,0.0,0.09414727777628976,2.5975218466702693e-05,0.03139108433158549
p9_I,1.3457906962054264e-18,81.38062618061478,0.0,0.03513533187120694,0.00010805280845848451,0.011747794893221808
p9_LVTAMPY,0.01880702209166622,5.541814346158469,0.2727272727272727,0.07445280438511045,3.6701960319960515e-05,0.11573892635756772
p10_GAP,5.558629847816341e-17,73.32426583082275,0.0,0.09414727777628976,2.5975218466702693e-05,0.03139108433158549
p10_HWTLVC,2.802389082239307e-05,17.75138826094235,0.0,0.13839718626884462,0.0041014261558795645,0.04749953747490806
p10_Y,1.0297987411962706e-27,128.38120298531697,0.03636363636363636,0.003582333937564401,0.0037651131131971453,0.014570361138132636
p11_I,0.08835447478416827,2.9111653549101533,0.0,0.0,0.0,0.0
p11_L,2.3541335077394474e-181,1439.6804632570577,0.0,0.05000590843525969,1.0,0.35000196947841994
p11_MQRA,0.00017790007042366718,14.183586599455756,0.0,0.03404231063624231,1.3767736445937275e-06,0.011347895803295635
p11_T,3.2889947205871998e-24,110.00310533852249,0.0,0.06846802210409234,0.0011949718396848201,0.023220997981259053
p11_V,1.725943504342874e-21,96.00600890663614,0.09090909090909091,0.015534069760761613,0.0,0.03548105355661751
p12_P,6.5447083610297e-18,77.94584831141393,0.0,0.033634688228591295,0.04625055859792877,0.026628415608840023
p13_GAP,1.7315666814547534e-22,101.1176556492383,0.0,0.0582822231632754,4.248795521366283e-05,0.01944157037282969
p13_I,0.0005260190206559298,12.118989231971664,0.01818181818181818,0.023622392871148618,4.433751164973112e-05,0.013949516188205509
p13_L,0.002170972876401174,9.460119119016058,0.01818181818181818,0.05221823179833695,0.0032210399434931675,0.024540363307882767
p13_M,2.602481949640788e-15,65.08532442077664,0.18181818181818182,0.009007048603854293,9.337643671039748e-05,0.06363953561958217
p13_V,0.15609918118538707,2.0153868242604207,0.0,0.0,0.0,0.0
p14_F,7.707318559462528e-197,1647.6350477796075,0.0,0.05000590843525969,1.0,0.35000196947841994
p14_GAP,6.70644983873281e-79,444.57641591959106,0.0,0.13954448081895604,7.37902601421623e-05,0.04653942369303274
p14_IEL,0.009715278559750932,6.718442573148282,0.0,0.026906100305019102,0.0038808677738266287,0.010262322692948576
p14_T,0.024263921690218227,5.094898936070695,0.12727272727272726,0.04792234948424358,0.0,0.05839835891899028
p14_V,0.0034334180372287905,8.612649293353408,0.0,0.02203043719806758,0.0004401957852631621,0.00749021099444358
p14_Y,5.4864667846755e-26,119.2779098552547,0.0,0.05092309461892167,8.244265534243716e-05,0.017001845758088035
p15_GYDEPLFHI,1.761661416448694e-05,18.655616905810483,0.0,0.06739845111049973,0.00015062243762898033,0.022516357849376237
p15_K,5.2310335527153465e-76,424.1100232377374,0.05454545454545454,0.05306824529072218,4.675009035070953e-05,0.03588681664217581
p15_M,1.3232019767630315e-17,76.42193680257489,0.01818181818181818,0.07314917040477388,0.004083688142566195,0.03180489224305275
p15_N,0.17214184735927524,1.8675162801191105,0.0,0.0,0.0,0.0
p15_Q,2.0508581947591633e-27,126.79696820634057,0.0,0.039635712898658255,2.8728880377999424e-05,0.013221480593012085
p15_S,1.2823213174782425e-28,133.1893714857081,0.01818181818181818,0.09311915213160199,2.930272537981384e-05,0.03711009101293333
p15_T,4.2503125776884434e-16,68.95551106655559,0.0,0.05760706892359077,0.00015991127155045527,0.019255660065047076
p15_V,0.0006661663521351123,11.672462948188487,0.05454545454545454,0.022279948977515243,6.658620116483575e-06,0.025610687381028757
p16_N,7.209131698072028e-16,67.8249552411572,0.01818181818181818,0.013296445564006991,0.0,0.010492754581941724
p17_G,7.241444378789818e-10,38.88926408081867,0.0,0.03445126705415003,0.00014046447818587005,0.011530577177445302
p17_I,6.901068673422884e-67,361.75479944408823,0.0,0.03709398056231548,0.0010264580323839302,0.012706812864899802
p17_K,1.3061210677427478e-12,51.96120634291138,0.0,0.006674618345084315,1.994020758488187e-05,0.0022315195175563987
p17_L,0.2223947742362031,1.4911584366406339,0.0,0.0,0.0,0.0
p17_M,1.9202404521989883e-12,51.1560294205969,0.01818181818181818,0.0005583308508852348,0.0,0.006246716344234471
p17_QYFEHNW,1.2830020573571533e-06,23.808805040297845,0.0,0.1858535571007884,0.001437820966708588,0.06243045935583233
p17_R,0.00012198369552584485,14.907458000279759,0.0,0.009028107079331554,1.023945069488058e-05,0.0030127821766754784
p17_S,9.650617648454442e-28,128.53065958109022,0.0,0.05092309461892167,8.244265534243716e-05,0.017001845758088035
p17_T,3.935341312672865e-06,21.594208516144114,0.0,0.058374947776797,6.681920394405338e-05,0.01948058899358035
p17_V,0.0029463343314964662,8.894743305076464,0.0,0.05534211789683425,0.002494481558559576,0.019278866485131274
p18_N,6.3063058824286304e-30,140.18779882772037,0.0,0.05092309461892167,8.244265534243716e-05,0.017001845758088035
p18_S,1.0506777135180287e-221,2022.6781901093111,0.21818181818181817,0.15946678779140797,0.05792838353481688,0.14519232983601435
p18_T,5.090586098544552e-46,230.84139080049803,0.01818181818181818,0.002710706392083627,0.011075990766722926,0.010656171780208244
p19_D,0.06796489290960121,3.3404914908327736,0.01818181818181818,0.047972285113118567,0.0003169148127678517,0.022157006035901535
p19_G,5.251029082452941e-41,201.67882774810326,0.01818181818181818,0.006653572684312641,0.0011255143572358771,0.008653635074455567
p19_N,1.044463305222852e-09,38.14014792657311,0.09090909090909091,0.014924582379941995,0.0011845068775049737,0.0356727267221793
p19_S,5.088729562418458e-10,39.61176298552478,0.12727272727272726,0.030101962754159606,4.613617733880684e-05,0.05247360873474189
p19_TKVELIHYQR,5.430401500301978e-08,30.125740767272344,0.16363636363636364,0.02164116299710232,0.00011101560128900281,0.06179618074491832
p20_GAP,0.27844612221445886,1.1762486608936118,0.0,0.0,0.0,0.0
p20_I,0.0001586367048969514,14.403174266795792,0.03636363636363636,0.04532504595973869,0.000574984024409279,0.027421222115928113
p20_L,3.0600493184228295e-07,26.660181169054894,0.01818181818181818,0.0723219485573871,0.0004668857216634878,0.030323550820289594
p20_T,1.4717595110360633e-30,143.5879778144108,0.0,0.05092309461892167,8.244265534243716e-05,0.017001845758088035
p20_V,2.7406545334967797e-33,158.424128510023,0.16363636363636364,0.008874005984817577,4.3823321150379257e-05,0.05751806431411053
p20_Y,0.0032723398326354866,8.701160665001721,0.0,0.018084065594725262,0.007157516959339381,0.008413860851354881
p21_GAP,6.09357430649877e-73,402.77965368312357,0.12727272727272726,0.1381163973646989,0.0005198193404665682,0.08863631465929757
p21_M,0.022289321263977334,5.243328825915076,0.0,0.012608564571706476,0.0,0.0042028548572354925
p21_V,5.796594891672997e-36,173.19352658592516,0.0,0.03657817524883898,0.0,0.012192725082946327
p22_GAP,1.0616660482117791e-234,2241.007093720457,0.0,0.0804228790284201,0.11385690318033065,0.06475992740291692
p22_P,1.0674459023327342e-17,76.8865652899916,0.01818181818181818,0.07314917040477388,0.004083688142566195,0.03180489224305275
