1	Acipenser	transmontanus	rod		540	0		adult	463	30
2	Acipenser	transmontanus	cone		464	0		adult	0	30
3	Acipenser	transmontanus	cone		531	0		adult	0	30
4	Acipenser	transmontanus	cone		605	0		adult	0	30
5	Acipenser	medirostris	rod		540	0		adult	0	43
6	Acipenser	medirostris	cone	single	465	0		adult	0	43
7	Acipenser	medirostris	cone	single	538	0		adult	0	43
8	Acipenser	medirostris	cone	single	614	0		adult	0	43
9	Cymatogaster	aggregata	rod		500	0		adult	0	5
10	Cymatogaster	aggregata	cone	single	455	0		adult	0	5
11	Cymatogaster	aggregata	cone	single	528	0		adult	0	5
12	Cymatogaster	aggregata	cone	twin	532	0		adult	0	5
13	Amia	calva	rod		527	2		adult	0	6
14	Amia	calva	cone	single	457	5		adult	0	6
15	Amia	calva	cone	single	556	2		adult	0	6
16	Amia	calva	cone	single	624	6		adult	2475	6
17	Amia	calva	cone	double	556	2		adult	0	6
18	Amia	calva	cone	twin	624	6		adult	0	6
19	Gymnothorax	favagineus	rod		487	5.4		adult	0	47
20	Gymnothorax	favagineus	cone	single	501	7.7		adult	0	47
21	Gymnothorax	reticularis	rod		486	4		adult	0	47
22	Gymnothorax	reticularis	cone	single	494	5.8		adult	0	47
23	Rhinomuraena	quaesita	rod		498	4.8		adult	0	47
24	Rhinomuraena	quaesita	cone	single	493	7		adult	0	47
25	Strophidon	sathete	rod		487	4.8		adult	0	47
26	Strophidon	sathete	cone	single	509	6.6		adult	0	47
27	Atherina	boyeri	rod		511	0		adult	0	18
28	Atherina	boyeri	cone	single	570	0		adult	0	18
29	Atherina	boyeri	cone	double	435	0		adult	0	18
30	Atherina	boyeri	cone	twin	530	0		adult	0	18
31	Melanotaenia	maccullochi	rod		509	0		adult	0	40
32	Melanotaenia	maccullochi	cone	single	377	0		adult	0	40
33	Melanotaenia	maccullochi	cone	single	409	0		adult	0	40
34	Melanotaenia	maccullochi	cone	single	443	0		adult	0	40
35	Melanotaenia	maccullochi	cone	single	495	0		adult	0	40
36	Melanotaenia	maccullochi	cone	single	528	0		adult	0	40
37	Melanotaenia	maccullochi	cone	double	495	0		adult	0	40
38	Melanotaenia	maccullochi	cone	double	528	0		adult	0	40
39	Melanotaenia	maccullochi	cone	double	578	0		adult	0	40
40	Marosatherina	ladigesi	rod		507	0		adult	0	40
41	Marosatherina	ladigesi	cone	single	368	0		adult	0	40
42	Marosatherina	ladigesi	cone	single	452	0		adult	0	40
43	Marosatherina	ladigesi	cone	single	461	0		adult	0	40
44	Marosatherina	ladigesi	cone	single	481	0		adult	0	40
45	Marosatherina	ladigesi	cone	single	531	0		adult	0	40
46	Marosatherina	ladigesi	cone	single	557	0		adult	0	40
47	Marosatherina	ladigesi	cone	double	452	0		adult	0	40
48	Marosatherina	ladigesi	cone	double	461	0		adult	0	40
49	Marosatherina	ladigesi	cone	double	531	0		adult	0	40
50	Marosatherina	ladigesi	cone	double	557	0		adult	0	40
51	Synodus	variegatus	rod		493	0		adult	0	32
52	Synodus	variegatus	cone	single	368	0		adult	0	32
53	Synodus	variegatus	cone	double	482	0		adult	0	32
54	Synodus	variegatus	cone	double	503	0		adult	0	32
55	Belone	belone	rod		509	0		adult	0	40
56	Belone	belone	cone	single	422	0		adult	0	40
57	Belone	belone	cone	single	508	0		adult	0	40
58	Belone	belone	cone	twin	508	0		adult	0	40
59	Dermogenys	pusilla	rod		507	0		adult	0	40
60	Dermogenys	pusilla	cone	single	377	0		adult	0	40
61	Dermogenys	pusilla	cone	single	526	0		adult	0	40
62	Dermogenys	pusilla	cone	single	572	0		adult	0	40
63	Dermogenys	pusilla	cone	double	483	0		adult	0	40
64	Dermogenys	pusilla	cone	double	526	0		adult	0	40
65	Dermogenys	pusilla	cone	double	572	0		adult	0	40
66	Dermogenys	pusilla	cone	double	545	0		adult	0	40
67	Myripristis	berndti	rod		495	0		adult	0	32
68	Myripristis	berndti	cone	double	514	1.4		adult	0	32
69	Myripristis	berndti	cone	double	506	0		adult	0	32
70	Neoniphon	sammara	rod		502	0.3		adult	0	32
71	Neoniphon	sammara	cone	single	446	0		adult	0	32
72	Neoniphon	sammara	cone	double	512	3		adult	0	32
73	Sargocentron	xantherythrum	rod		490	1.4		adult	0	32
74	Sargocentron	xantherythrum	cone	single	447	2.8		adult	0	32
75	Sargocentron	xantherythrum	cone	double	516	1		adult	0	32
76	15	xantherythrum	cone	double	509	2.4		adult	0	32
77	Neoceratodus	forsteri	rod		540	0		adult	0	19
